Bplus,Decay ID
B^{+}\rightarrow f_{0} \pi^{+} \pi^{0} \eta,1370
B^{+}\rightarrow f_{0} \pi^{+} \pi^{0} {\eta^{\prime}},1371
B^{+}\rightarrow a_{0}^{0} \pi^{+} \pi^{0} \pi^{0},1372
B^{+}\rightarrow a_{0}^{+} \pi^{0} \pi^{0} \pi^{0},1373
B^{+}\rightarrow a_{0}^{-} \pi^{+} \pi^{+} \pi^{0},1374
B^{+}\rightarrow \rho^{+} K^{*+} \pi^{-},1375
B^{+}\rightarrow \rho^{-} K^{*+} \pi^{+},1376
B^{+}\rightarrow \rho^{+} K^{*0} \pi^{0},1377
B^{+}\rightarrow \rho^{+} K^{*0} \eta,1378
B^{+}\rightarrow \rho^{+} K^{*0} {\eta^{\prime}},1379
B^{+}\rightarrow \rho^{0} K^{*0} \pi^{+},1380
B^{+}\rightarrow \rho^{0} K^{*+} \pi^{0},1381
B^{+}\rightarrow \rho^{0} K^{*+} \eta,1382
B^{+}\rightarrow \rho^{0} K^{*+} {\eta^{\prime}},1383
B^{+}\rightarrow \omega K^{*0} \pi^{+},1384
B^{+}\rightarrow \omega K^{*+} \pi^{0},1385
B^{+}\rightarrow \omega K^{*+} \eta,1386
B^{+}\rightarrow \omega K^{*+} {\eta^{\prime}},1387
B^{+}\rightarrow \pi^{+} \pi^{-} K^{*0} \pi^{+},1388
B^{+}\rightarrow \pi^{+} \pi^{0} K^{*0} \pi^{0},1389
B^{+}\rightarrow \pi^{+} \eta K^{*0} \pi^{0},1390
B^{+}\rightarrow \pi^{+} {\eta^{\prime}} K^{*0} \pi^{0},1391
B^{+}\rightarrow \pi^{-} \pi^{+} K^{*+} \pi^{0},1392
B^{+}\rightarrow \pi^{-} \pi^{+} K^{*+} \eta,1393
B^{+}\rightarrow \pi^{-} \pi^{+} K^{*+} {\eta^{\prime}},1394
B^{+}\rightarrow \pi^{0} \pi^{0} K^{*+} \pi^{0},1395
B^{+}\rightarrow \pi^{0} \eta K^{*+} \pi^{0},1396
B^{+}\rightarrow \eta \eta K^{*+} \pi^{0},1397
B^{+}\rightarrow \pi^{0} {\eta^{\prime}} K^{*+} \pi^{0},1398
B^{+}\rightarrow \eta {\eta^{\prime}} K^{*+} \pi^{0},1399
B^{+}\rightarrow \rho^{+} K^{0} \pi^{+} \pi^{-},1400
B^{+}\rightarrow \rho^{+} K^{0} \pi^{0} \pi^{0},1401
B^{+}\rightarrow \rho^{+} K^{0} \eta \pi^{0},1402
B^{+}\rightarrow \rho^{+} K^{0} {\eta^{\prime}} \pi^{0},1403
B^{+}\rightarrow \rho^{+} K^{+} \pi^{-} \pi^{0},1404
B^{+}\rightarrow \rho^{-} K^{+} \pi^{+} \pi^{0},1405
B^{+}\rightarrow \rho^{-} K^{0} \pi^{+} \pi^{+},1406
B^{+}\rightarrow \rho^{0} K^{0} \pi^{+} \pi^{0},1407
B^{+}\rightarrow \rho^{0} K^{+} \pi^{0} \pi^{0},1408
B^{+}\rightarrow \rho^{0} K^{+} \eta \pi^{0},1409
B^{+}\rightarrow \rho^{0} K^{+} {\eta^{\prime}} \pi^{0},1410
B^{+}\rightarrow \omega K^{0} \pi^{+} \pi^{0},1411
B^{+}\rightarrow \omega K^{+} \pi^{0} \pi^{0},1412
B^{+}\rightarrow \omega K^{+} \eta \pi^{0},1413
B^{+}\rightarrow \omega K^{+} {\eta^{\prime}} \pi^{0},1414
B^{+}\rightarrow \pi^{+} \pi^{+} \pi^{-} K^{0} \pi^{0},1415
B^{+}\rightarrow \pi^{+} \pi^{+} \pi^{-} K^{0} \eta,1416
B^{+}\rightarrow \pi^{+} \pi^{+} \pi^{-} K^{0} {\eta^{\prime}},1417
B^{+}\rightarrow \pi^{+} \pi^{0} \pi^{0} K^{0} \pi^{0},1418
B^{+}\rightarrow \pi^{+} \eta \pi^{0} K^{0} \pi^{0},1419
B^{+}\rightarrow \pi^{+} \eta \eta K^{0} \pi^{0},1420
B^{+}\rightarrow \pi^{+} \pi^{-} \pi^{+} K^{+} \pi^{-},1421
B^{+}\rightarrow \pi^{+} \pi^{-} \pi^{0} K^{+} \pi^{0},1422
B^{+}\rightarrow \pi^{+} \pi^{-} \eta K^{+} \pi^{0},1423
B^{+}\rightarrow \pi^{+} \pi^{-} {\eta^{\prime}} K^{+} \pi^{0},1424
B^{+}\rightarrow \pi^{0} \pi^{0} \pi^{0} K^{+} \pi^{0},1425
B^{+}\rightarrow \pi^{0} \pi^{0} \eta K^{+} \pi^{0},1426
B^{+}\rightarrow \pi^{0} \eta \eta K^{+} \pi^{0},1427
B^{+}\rightarrow \pi^{0} \pi^{0} {\eta^{\prime}} K^{+} \pi^{0},1428
B^{+}\rightarrow \pi^{0} \eta {\eta^{\prime}} K^{+} \pi^{0},1429
B^{+}\rightarrow \rho^{0} K_{0}^{*0} \pi^{+},1430
B^{+}\rightarrow \rho^{+} K_{0}^{*0} \pi^{0},1431
B^{+}\rightarrow \rho^{+} K_{0}^{*0} \eta,1432
B^{+}\rightarrow \rho^{+} K_{0}^{*0} {\eta^{\prime}},1433
B^{+}\rightarrow \rho^{+} K_{0}^{*+} \pi^{-},1434
B^{+}\rightarrow \rho^{0} K_{0}^{*+} \pi^{0},1435
B^{+}\rightarrow \rho^{0} K_{0}^{*+} \eta,1436
B^{+}\rightarrow \rho^{0} K_{0}^{*+} {\eta^{\prime}},1437
B^{+}\rightarrow \pi^{+} \pi^{+} K_{0}^{*0} \pi^{-},1438
B^{+}\rightarrow \pi^{+} \pi^{0} K_{0}^{*0} \pi^{0},1439
B^{+}\rightarrow \pi^{+} \pi^{0} K_{0}^{*0} \eta,1440
B^{+}\rightarrow \pi^{+} \pi^{0} K_{0}^{*0} {\eta^{\prime}},1441
B^{+}\rightarrow \pi^{0} \pi^{0} K_{0}^{*+} \pi^{0},1442
B^{+}\rightarrow \pi^{0} \pi^{0} K_{0}^{*+} \eta,1443
B^{+}\rightarrow \pi^{0} \pi^{0} K_{0}^{*+} {\eta^{\prime}},1444
B^{+}\rightarrow K^{*0} f_{0} \pi^{+},1445
B^{+}\rightarrow K^{*+} f_{0} \pi^{0},1446
B^{+}\rightarrow K^{*+} f_{0} \eta,1447
B^{+}\rightarrow K^{*+} f_{0} {\eta^{\prime}},1448
B^{+}\rightarrow a_{1}^{0} K^{*+},1449
B^{+}\rightarrow a_{1}^{0} K^{+} \pi^{0},1450
B^{+}\rightarrow a_{1}^{0} K^{0} \pi^{+},1451
B^{+}\rightarrow a_{1}^{+} K^{*0},1452
B^{+}\rightarrow a_{1}^{+} K^{+} \pi^{-},1453
B^{+}\rightarrow a_{1}^{+} K^{0} \pi^{0},1454
B^{+}\rightarrow K^{*+} a_{0}^{0} \pi^{0},1455
B^{+}\rightarrow K^{*0} a_{0}^{+} \pi^{0},1456
B^{+}\rightarrow K^{*0} \bar{K}^{*0} \pi^{+},1457
B^{+}\rightarrow \bar{K}^{*0} K^{*+} \pi^{0},1458
B^{+}\rightarrow \bar{K}^{*0} K^{*+} \eta,1459
B^{+}\rightarrow \bar{K}^{*0} K^{*+} {\eta^{\prime}},1460
B^{+}\rightarrow \phi \rho^{0} \pi^{+},1461
B^{+}\rightarrow \phi \omega \pi^{+},1462
B^{+}\rightarrow \phi f_{0} \pi^{+},1463
B^{+}\rightarrow \phi \rho^{+} \pi^{0},1464
B^{+}\rightarrow \phi \rho^{+} \eta,1465
B^{+}\rightarrow \phi \rho^{+} {\eta^{\prime}},1466
B^{+}\rightarrow \phi \pi^{+} \pi^{-} \pi^{+},1467
B^{+}\rightarrow \phi \pi^{+} \pi^{0} \pi^{0},1468
B^{+}\rightarrow \phi \pi^{+} \eta \pi^{0},1469
B^{+}\rightarrow \phi \pi^{+} {\eta^{\prime}} \pi^{0},1470
B^{+}\rightarrow \bar{K}^{0} K^{+} \rho^{+} \pi^{-},1471
B^{+}\rightarrow \bar{K}^{0} K^{+} \rho^{-} \pi^{+},1472
B^{+}\rightarrow \bar{K}^{0} K^{+} \rho^{0} \pi^{0},1473
B^{+}\rightarrow \bar{K}^{0} K^{+} \rho^{0} \eta,1474
B^{+}\rightarrow \bar{K}^{0} K^{+} \rho^{0} {\eta^{\prime}},1475
B^{+}\rightarrow \bar{K}^{0} K^{+} \omega \pi^{0},1476
B^{+}\rightarrow \bar{K}^{0} K^{+} f_{0} \pi^{0},1477
B^{+}\rightarrow K^{+} K^{-} \rho^{0} \pi^{+},1478
B^{+}\rightarrow K^{+} K^{-} \rho^{+} \pi^{0},1479
B^{+}\rightarrow K^{+} K^{-} \rho^{+} \eta,1480
B^{+}\rightarrow K^{+} K^{-} \rho^{+} {\eta^{\prime}},1481
B^{+}\rightarrow K^{+} K^{-} \omega \pi^{+},1482
B^{+}\rightarrow K^{0} \bar{K}^{0} \rho^{0} \pi^{+},1483
B^{+}\rightarrow K^{0} \bar{K}^{0} \omega \pi^{+},1484
B^{+}\rightarrow K^{0} \bar{K}^{0} f_{0} \pi^{+},1485
B^{+}\rightarrow K^{0} \bar{K}^{0} \rho^{+} \pi^{0},1486
B^{+}\rightarrow K^{0} \bar{K}^{0} \rho^{+} \eta,1487
B^{+}\rightarrow K^{0} \bar{K}^{0} \rho^{+} {\eta^{\prime}},1488
B^{+}\rightarrow K^{0} K^{-} \rho^{+} \pi^{+},1489
B^{+}\rightarrow K^{0} K^{-} \pi^{+} \pi^{+} \pi^{0},1490
B^{+}\rightarrow K^{0} K^{-} \pi^{+} \pi^{+} \eta,1491
B^{+}\rightarrow K^{0} K^{-} \pi^{+} \pi^{+} {\eta^{\prime}},1492
B^{+}\rightarrow K^{+} K^{-} \pi^{+} \pi^{-} \pi^{+},1493
B^{+}\rightarrow K^{+} K^{-} \pi^{+} \pi^{0} \pi^{0},1494
B^{+}\rightarrow K^{+} K^{-} \pi^{+} \eta \pi^{0},1495
B^{+}\rightarrow K^{+} K^{-} \pi^{+} {\eta^{\prime}} \pi^{0},1496
B^{+}\rightarrow K^{0} \bar{K}^{0} \pi^{+} \pi^{-} \pi^{+},1497
B^{+}\rightarrow K^{0} \bar{K}^{0} \pi^{+} \pi^{0} \pi^{0},1498
B^{+}\rightarrow K^{0} \bar{K}^{0} \pi^{+} \eta \pi^{0},1499
B^{+}\rightarrow K^{0} \bar{K}^{0} \pi^{+} {\eta^{\prime}} \pi^{0},1500
B^{+}\rightarrow \bar{K}^{0} K^{+} \pi^{+} \pi^{-} \pi^{0},1501
B^{+}\rightarrow \bar{K}^{0} K^{+} \pi^{+} \pi^{-} \eta,1502
B^{+}\rightarrow \bar{K}^{0} K^{+} \pi^{+} \pi^{-} {\eta^{\prime}},1503
B^{+}\rightarrow \bar{K}^{0} K^{+} \pi^{0} \pi^{0} \pi^{0},1504
B^{+}\rightarrow \bar{K}^{0} K^{+} \pi^{0} \eta \pi^{0},1505
B^{+}\rightarrow \bar{K}^{0} K^{+} \pi^{0} {\eta^{\prime}} \pi^{0},1506
B^{+}\rightarrow K^{*0} K^{-} \pi^{+} \pi^{+},1507
B^{+}\rightarrow K^{*-} K^{0} \pi^{+} \pi^{+},1508
B^{+}\rightarrow K^{*+} K^{-} \pi^{+} \pi^{0},1509
B^{+}\rightarrow K^{*-} K^{+} \pi^{+} \pi^{0},1510
B^{+}\rightarrow K^{*0} \bar{K}^{0} \pi^{+} \pi^{0},1511
B^{+}\rightarrow K^{0} \bar{K}^{*0} \pi^{+} \pi^{0},1512
B^{+}\rightarrow K^{+} \bar{K}^{*0} \pi^{0} \pi^{0},1513
B^{+}\rightarrow K^{+} \bar{K}^{*0} \eta \pi^{0},1514
B^{+}\rightarrow K^{+} \bar{K}^{*0} {\eta^{\prime}} \pi^{0},1515
B^{+}\rightarrow K^{*+} \bar{K}^{0} \pi^{0} \pi^{0},1516
B^{+}\rightarrow K^{*+} \bar{K}^{0} \eta \pi^{0},1517
B^{+}\rightarrow K^{*+} \bar{K}^{0} {\eta^{\prime}} \pi^{0},1518
B^{+}\rightarrow \phi K^{*+} \pi^{0},1519
B^{+}\rightarrow \phi K^{+} \rho^{0},1520
B^{+}\rightarrow \phi K^{+} \omega,1521
B^{+}\rightarrow \phi K^{+} f_{0},1522
B^{+}\rightarrow \phi K^{0} \rho^{+},1523
B^{+}\rightarrow \phi K^{0} \pi^{+} \pi^{0},1524
B^{+}\rightarrow \phi K^{+} \pi^{+} \pi^{-},1525
B^{+}\rightarrow \phi K^{+} \pi^{0} \pi^{0},1526
B^{+}\rightarrow \phi K^{+} \eta \pi^{0},1527
B^{+}\rightarrow \phi K^{+} {\eta^{\prime}} \pi^{0},1528
B^{+}\rightarrow K^{-} K^{+} K^{*+} \pi^{0},1529
B^{+}\rightarrow K^{+} K^{*-} K^{+} \pi^{0},1530
B^{+}\rightarrow K^{+} K^{*0} \bar{K}^{0} \pi^{0},1531
B^{+}\rightarrow K^{+} K^{0} \bar{K}^{*0} \pi^{0},1532
B^{+}\rightarrow K^{0} K^{*+} \bar{K}^{0} \pi^{0},1533
B^{+}\rightarrow K^{-} K^{+} K^{+} \rho^{0},1534
B^{+}\rightarrow K^{-} K^{+} K^{+} \omega,1535
B^{+}\rightarrow K^{-} K^{+} K^{+} f_{0},1536
B^{+}\rightarrow K^{-} K^{+} K^{0} \rho^{+},1537
B^{+}\rightarrow K^{+} K^{-} K^{+} \pi^{0} \pi^{0},1538
B^{+}\rightarrow K^{+} K^{-} K^{+} \eta \pi^{0},1539
B^{+}\rightarrow K^{+} K^{-} K^{+} {\eta^{\prime}} \pi^{0},1540
B^{+}\rightarrow K^{+} K^{-} K^{0} \pi^{+} \pi^{0},1541
B^{+}\rightarrow K^{0} \bar{K}^{0} K^{+} \pi^{0} \pi^{0},1542
B^{+}\rightarrow K^{0} \bar{K}^{0} K^{+} \eta \pi^{0},1543
B^{+}\rightarrow K^{0} \bar{K}^{0} K^{+} {\eta^{\prime}} \pi^{0},1544
B^{+}\rightarrow K^{0} \bar{K}^{0} K^{0} \pi^{+} \pi^{0},1545
B^{+}\rightarrow \phi K_{0}^{*0} \pi^{+},1546
B^{+}\rightarrow \phi K_{0}^{*+} \pi^{0},1547
B^{+}\rightarrow \phi K_{0}^{*+} \eta,1548
B^{+}\rightarrow \phi K_{0}^{*+} {\eta^{\prime}},1549
B^{+}\rightarrow K^{-} K^{+} K_{0}^{*+} \pi^{0},1550
B^{+}\rightarrow K^{-} K^{+} K_{0}^{*+} \eta,1551
B^{+}\rightarrow K^{-} K^{+} K_{0}^{*+} {\eta^{\prime}},1552
B^{+}\rightarrow K^{+} K^{+} K_{0}^{*-} \pi^{0},1553
B^{+}\rightarrow K^{+} K^{+} K_{0}^{*-} \eta,1554
B^{+}\rightarrow K^{+} K^{+} K_{0}^{*-} {\eta^{\prime}},1555
B^{+}\rightarrow K^{-} K^{+} K_{0}^{*0} \pi^{+},1556
B^{+}\rightarrow K^{+} K^{+} \bar{K}_{0}^{*0} \pi^{-},1557
B^{+}\rightarrow K^{0} K^{0} \bar{K}_{0}^{*0} \pi^{+},1558
B^{+}\rightarrow K^{+} \bar{K}_{0}^{*0} K^{0} \pi^{0},1559
B^{+}\rightarrow K^{+} \bar{K}_{0}^{*0} K^{0} \eta,1560
B^{+}\rightarrow K^{+} \bar{K}_{0}^{*0} K^{0} {\eta^{\prime}},1561
B^{+}\rightarrow K^{+} K_{0}^{*0} \bar{K}^{0} \pi^{0},1562
B^{+}\rightarrow K^{+} K_{0}^{*0} \bar{K}^{0} \eta,1563
B^{+}\rightarrow K^{+} K_{0}^{*0} \bar{K}^{0} {\eta^{\prime}},1564
B^{+}\rightarrow \phi {K^{\prime}}_{1}^{0} \pi^{+},1565
B^{+}\rightarrow \phi {K^{\prime}}_{1}^{+} \pi^{0},1566
B^{+}\rightarrow \phi {K^{\prime}}_{1}^{+} \eta,1567
B^{+}\rightarrow \phi {K^{\prime}}_{1}^{+} {\eta^{\prime}},1568
B^{+}\rightarrow K^{-} K^{+} {K^{\prime}}_{1}^{0} \pi^{+},1569
B^{+}\rightarrow K^{-} K^{+} {K^{\prime}}_{1}^{+} \pi^{0},1570
B^{+}\rightarrow K^{-} K^{+} {K^{\prime}}_{1}^{+} \eta,1571
B^{+}\rightarrow K^{-} K^{+} {K^{\prime}}_{1}^{+} {\eta^{\prime}},1572
B^{+}\rightarrow K^{+} K^{+} {K^{\prime}}_{1}^{-} \pi^{0},1573
B^{+}\rightarrow K^{+} K^{+} \bar{{K^{\prime}}}_{1}^{0} \pi^{-},1574
B^{+}\rightarrow K^{0} \bar{K}^{0} {K^{\prime}}_{1}^{0} \pi^{+},1575
B^{+}\rightarrow K^{0} \bar{K}^{0} {K^{\prime}}_{1}^{+} \pi^{0},1576
B^{+}\rightarrow K^{0} \bar{K}^{0} {K^{\prime}}_{1}^{+} \eta,1577
B^{+}\rightarrow K^{0} \bar{K}^{0} {K^{\prime}}_{1}^{+} {\eta^{\prime}},1578
B^{+}\rightarrow K^{0} K^{0} \bar{{K^{\prime}}}_{1}^{0} \pi^{+},1579
B^{+}\rightarrow \bar{K}^{0} \bar{K}^{0} {K^{\prime}}_{1}^{+} \pi^{0},1580
B^{+}\rightarrow \bar{K}^{0} \bar{K}^{0} {K^{\prime}}_{1}^{+} \eta,1581
B^{+}\rightarrow \bar{K}^{0} \bar{K}^{0} {K^{\prime}}_{1}^{+} {\eta^{\prime}},1582
B^{+}\rightarrow K^{+} K^{0} \bar{{K^{\prime}}}_{1}^{0} \pi^{0},1583
B^{+}\rightarrow K^{+} K^{0} \bar{{K^{\prime}}}_{1}^{0} \eta,1584
B^{+}\rightarrow K^{+} K^{0} \bar{{K^{\prime}}}_{1}^{0} {\eta^{\prime}},1585
B^{+}\rightarrow K^{+} {K^{\prime}}_{1}^{0} \bar{K}^{0} \pi^{0},1586
B^{+}\rightarrow K^{+} {K^{\prime}}_{1}^{0} \bar{K}^{0} \eta,1587
B^{+}\rightarrow K^{+} {K^{\prime}}_{1}^{0} \bar{K}^{0} {\eta^{\prime}},1588
B^{+}\rightarrow \phi \phi K^{+},1589
B^{+}\rightarrow \phi \phi \pi^{+},1590
B^{+}\rightarrow \phi K^{+} K^{-} K^{+},1591
B^{+}\rightarrow \phi K^{0} \bar{K}^{0} K^{+},1592
B^{+}\rightarrow \phi K^{0} \bar{K}^{0} \pi^{+},1593
B^{+}\rightarrow \phi \bar{K}^{0} K^{+} \pi^{0},1594
B^{+}\rightarrow K^{+} K^{-} K^{+} K^{-} \pi^{+},1595
B^{+}\rightarrow K^{+} K^{-} K^{0} \bar{K}^{0} \pi^{+},1596
B^{+}\rightarrow K^{+} K^{-} K^{+} \bar{K}^{0} \pi^{0},1597
B^{+}\rightarrow K^{0} \bar{K}^{0} \bar{K}^{0} K^{+} \pi^{0},1598
B^{+}\rightarrow \phi \phi K^{*+},1599
B^{+}\rightarrow \phi K^{+} K^{-} K^{*+},1600
B^{+}\rightarrow \phi K^{0} \bar{K}^{0} K^{*+},1601
B^{+}\rightarrow \phi \bar{K}^{0} K^{+} K^{*0},1602
B^{+}\rightarrow \phi K^{+} K^{-} K^{+} \pi^{0},1603
B^{+}\rightarrow \phi K^{+} K^{-} K^{0} \pi^{+},1604
B^{+}\rightarrow \phi K^{0} \bar{K}^{0} K^{+} \pi^{0},1605
B^{+}\rightarrow \phi K^{0} \bar{K}^{0} K^{0} \pi^{+},1606
B^{+}\rightarrow \phi \bar{K}^{0} K^{+} K^{+} \pi^{-},1607
B^{+}\rightarrow a_{1}^{+} a_{1}^{0},1608
B^{+}\rightarrow J/\psi K^{+},1609
B^{+}\rightarrow J/\psi K^{*+},1610
B^{+}\rightarrow J/\psi \pi^{+},1611
B^{+}\rightarrow J/\psi \rho^{+},1612
B^{+}\rightarrow J/\psi K^{0} \pi^{+},1613
B^{+}\rightarrow J/\psi K^{+} \pi^{0},1614
B^{+}\rightarrow J/\psi {K^{\prime}}_{1}^{+},1615
B^{+}\rightarrow J/\psi K_{2}^{*+},1616
B^{+}\rightarrow J/\psi K_{1}^{+},1617
B^{+}\rightarrow J/\psi K^{+} \pi^{+} \pi^{-},1618
B^{+}\rightarrow J/\psi K^{+} K^{+} K^{-},1619
B^{+}\rightarrow J/\psi \eta K^{+},1620
B^{+}\rightarrow J/\psi \phi K^{+},1621
B^{+}\rightarrow J/\psi \omega K^{+},1622
B^{+}\rightarrow J/\psi \pi^{-} \pi^{-} \pi^{+} \pi^{+} \pi^{+},1623
B^{+}\rightarrow J/\psi p^{+} \bar{\Lambda}^{0},1624
B^{+}\rightarrow \psi(2S) K^{+},1625
B^{+}\rightarrow \psi(2S) K^{*+},1626
B^{+}\rightarrow \psi(2S) K^{0} \pi^{+},1627
B^{+}\rightarrow \psi(2S) K^{+} \pi^{0},1628
B^{+}\rightarrow \psi(2S) K^{+} \pi^{+} \pi^{-},1629
B^{+}\rightarrow \psi(2S) K^{+} \pi^{0} \pi^{0},1630
B^{+}\rightarrow \psi(2S) K^{0} \pi^{+} \pi^{0},1631
B^{+}\rightarrow \psi(2S) K_{1}^{+},1632
B^{+}\rightarrow \psi(2S) \pi^{+},1633
B^{+}\rightarrow \psi(2S) \phi K^{+},1634
B^{+}\rightarrow \eta_{c} K^{+},1635
B^{+}\rightarrow K^{*+} \eta_{c},1636
B^{+}\rightarrow \eta_{c} K^{0} \pi^{+},1637
B^{+}\rightarrow \eta_{c} K^{+} \pi^{0},1638
B^{+}\rightarrow \eta_{c} K^{+} \pi^{+} \pi^{-},1639
B^{+}\rightarrow \eta_{c} K^{+} \pi^{0} \pi^{0},1640
B^{+}\rightarrow \eta_{c} K^{0} \pi^{+} \pi^{0},1641
B^{+}\rightarrow \eta_{c}(2S) K^{+},1642
B^{+}\rightarrow K^{*+} \eta_{c}(2S),1643
B^{+}\rightarrow \eta_{c}(2S) K^{0} \pi^{+},1644
B^{+}\rightarrow \eta_{c}(2S) K^{+} \pi^{0},1645
B^{+}\rightarrow \eta_{c}(2S) K^{+} \pi^{+} \pi^{-},1646
B^{+}\rightarrow \eta_{c}(2S) K^{+} \pi^{0} \pi^{0},1647
B^{+}\rightarrow \eta_{c}(2S) K^{0} \pi^{+} \pi^{0},1648
B^{+}\rightarrow \chi_{c0} K^{+},1649
B^{+}\rightarrow K^{*+} \chi_{c0},1650
B^{+}\rightarrow \chi_{c0} K^{0} \pi^{+},1651
B^{+}\rightarrow \chi_{c0} K^{+} \pi^{0},1652
B^{+}\rightarrow \chi_{c0} K^{+} \pi^{+} \pi^{-},1653
B^{+}\rightarrow \chi_{c0} K^{+} \pi^{0} \pi^{0},1654
B^{+}\rightarrow \chi_{c0} K^{0} \pi^{+} \pi^{0},1655
B^{+}\rightarrow \chi_{c1} K^{+},1656
B^{+}\rightarrow \chi_{c1} K^{*+},1657
B^{+}\rightarrow \chi_{c1} K^{0} \pi^{+},1658
B^{+}\rightarrow \chi_{c1} K^{+} \pi^{0},1659
B^{+}\rightarrow \chi_{c1} K^{+} \pi^{+} \pi^{-},1660
B^{+}\rightarrow \chi_{c1} K^{+} \pi^{0} \pi^{0},1661
B^{+}\rightarrow \chi_{c1} K^{0} \pi^{+} \pi^{0},1662
B^{+}\rightarrow \chi_{c1} \pi^{+},1663
B^{+}\rightarrow \chi_{c2} K^{+},1664
B^{+}\rightarrow \chi_{c2} K^{*+},1665
B^{+}\rightarrow \chi_{c2} K^{0} \pi^{+},1666
B^{+}\rightarrow \chi_{c2} K^{+} \pi^{0},1667
B^{+}\rightarrow \chi_{c2} K^{+} \pi^{+} \pi^{-},1668
B^{+}\rightarrow \chi_{c2} K^{+} \pi^{0} \pi^{0},1669
B^{+}\rightarrow \chi_{c2} K^{0} \pi^{+} \pi^{0},1670
B^{+}\rightarrow \psi(377^{0}) K^{+},1671
B^{+}\rightarrow \psi(377^{0}) K^{*+},1672
B^{+}\rightarrow \psi(377^{0}) K^{0} \pi^{+},1673
B^{+}\rightarrow \psi(377^{0}) K^{+} \pi^{0},1674
B^{+}\rightarrow \psi(377^{0}) K^{+} \pi^{+} \pi^{-},1675
B^{+}\rightarrow \psi(377^{0}) K^{+} \pi^{0} \pi^{0},1676
B^{+}\rightarrow \psi(377^{0}) K^{0} \pi^{+} \pi^{0},1677
B^{+}\rightarrow \psi(377^{0}) K_{1}^{+},1678
B^{+}\rightarrow \psi(416^{0}) K^{+},1679
B^{+}\rightarrow h_{c} K^{+},1680
B^{+}\rightarrow \bar{D}^{0} D_{s}^{+},1681
B^{+}\rightarrow \bar{D}^{*0} D_{s}^{+},1682
B^{+}\rightarrow D_{s}^{*+} \bar{D}^{0},1683
B^{+}\rightarrow D_{s}^{*+} \bar{D}^{*0},1684
B^{+}\rightarrow \bar{{D^{\prime}}}_{1}^{0} D_{s}^{+},1685
B^{+}\rightarrow \bar{{D^{\prime}}}_{1}^{0} D_{s}^{*+},1686
B^{+}\rightarrow \bar{D}_{1}^{0} D_{s}^{+},1687
B^{+}\rightarrow \bar{D}_{1}^{0} D_{s}^{*+},1688
B^{+}\rightarrow \bar{D}_{2}^{*0} D_{s}^{+},1689
B^{+}\rightarrow \bar{D}_{2}^{*0} D_{s}^{*+},1690
B^{+}\rightarrow D_{s}^{+} D^{-} \pi^{+},1691
B^{+}\rightarrow D_{s}^{+} \bar{D}^{0} \pi^{0},1692
B^{+}\rightarrow D_{s}^{*+} D^{-} \pi^{+},1693
B^{+}\rightarrow D_{s}^{*+} \bar{D}^{0} \pi^{0},1694
B^{+}\rightarrow D_{s}^{+} D^{-} \pi^{+} \pi^{0},1695
B^{+}\rightarrow D_{s}^{+} \bar{D}^{0} \pi^{+} \pi^{-},1696
B^{+}\rightarrow D_{s}^{+} \bar{D}^{0} \pi^{0} \pi^{0},1697
B^{+}\rightarrow D_{s}^{*+} D^{-} \pi^{+} \pi^{0},1698
B^{+}\rightarrow D_{s}^{*+} \bar{D}^{0} \pi^{+} \pi^{-},1699
B^{+}\rightarrow D_{s}^{*+} \bar{D}^{0} \pi^{0} \pi^{0},1700
B^{+}\rightarrow \bar{D}^{0} D^{+} K^{0},1701
B^{+}\rightarrow \bar{D}^{0} D^{*+} K^{0},1702
B^{+}\rightarrow \bar{D}^{*0} D^{+} K^{0},1703
B^{+}\rightarrow \bar{D}^{*0} D^{*+} K^{0},1704
B^{+}\rightarrow \bar{D}^{0} D^{0} K^{+},1705
B^{+}\rightarrow \bar{D}^{*0} D^{0} K^{+},1706
B^{+}\rightarrow \bar{D}^{0} D^{*0} K^{+},1707
B^{+}\rightarrow \bar{D}^{*0} D^{*0} K^{+},1708
B^{+}\rightarrow D^{+} D^{-} K^{+},1709
B^{+}\rightarrow D^{*+} D^{-} K^{+},1710
B^{+}\rightarrow D^{+} D^{*-} K^{+},1711
B^{+}\rightarrow D^{*+} D^{*-} K^{+},1712
B^{+}\rightarrow \bar{D}^{0} D^{+} K^{*0},1713
B^{+}\rightarrow \bar{D}^{*0} D^{+} K^{*0},1714
B^{+}\rightarrow \bar{D}^{0} D^{*+} K^{*0},1715
B^{+}\rightarrow \bar{D}^{*0} D^{*+} K^{*0},1716
B^{+}\rightarrow \bar{D}^{0} D^{0} K^{*+},1717
B^{+}\rightarrow \bar{D}^{*0} D^{0} K^{*+},1718
B^{+}\rightarrow \bar{D}^{0} D^{*0} K^{*+},1719
B^{+}\rightarrow \bar{D}^{*0} D^{*0} K^{*+},1720
B^{+}\rightarrow D^{+} D^{-} K^{*+},1721
B^{+}\rightarrow D^{*+} D^{-} K^{*+},1722
B^{+}\rightarrow D^{+} D^{*-} K^{*+},1723
B^{+}\rightarrow D^{*+} D^{*-} K^{*+},1724
B^{+}\rightarrow D^{+} \bar{D}^{0},1725
B^{+}\rightarrow D^{*+} \bar{D}^{0},1726
B^{+}\rightarrow \bar{D}^{*0} D^{+},1727
B^{+}\rightarrow \bar{D}^{*0} D^{*+},1728
